size,sortedness,uniqueRatio,bestAlgorithm,datasetType
160,49.69,0.9938,Insertion,Random
91,52.22,1.0000,Insertion,Random
18,58.82,1.0000,Insertion,Random
265,49.62,0.9925,Quick,Random
164,47.85,0.9878,Insertion,Random
495,49.80,0.9798,Quick,Random
122,52.07,1.0000,Insertion,Random
330,50.46,0.9818,Quick,Random
134,49.62,0.9925,Insertion,Random
183,47.80,0.9891,Insertion,Random
452,51.66,0.9867,Quick,Random
86,48.24,1.0000,Insertion,Random
154,51.63,0.9935,Insertion,Random
244,48.56,0.9754,Insertion,Random
291,47.93,0.9931,Insertion,Random
223,48.65,0.9910,Insertion,Random
373,50.81,0.9839,Quick,Random
262,49.43,0.9847,Insertion,Random
33,46.88,1.0000,Insertion,Random
15,64.29,1.0000,Insertion,Random
380,49.87,0.9763,Quick,Random
223,49.10,1.0000,Insertion,Random
270,50.19,0.9741,Insertion,Random
239,50.84,0.9916,Insertion,Random
171,51.18,0.9766,Insertion,Random
126,56.00,1.0000,Insertion,Random
239,47.90,0.9916,Insertion,Random
308,49.19,0.9838,Insertion,Random
261,53.46,0.9847,Quick,Random
231,49.57,1.0000,Insertion,Random
20,63.16,1.0000,Insertion,Random
154,56.21,0.9935,Insertion,Random
132,54.20,1.0000,Insertion,Random
120,47.90,1.0000,Insertion,Random
472,48.20,0.9894,Quick,Random
295,47.62,0.9763,Quick,Random
473,50.00,0.9746,Quick,Random
301,49.67,0.9701,Quick,Random
358,49.30,0.9916,Quick,Random
48,38.30,1.0000,Insertion,Random
372,50.94,0.9866,Quick,Random
44,53.49,1.0000,Insertion,Random
361,49.17,0.9751,Quick,Random
190,52.38,0.9895,Insertion,Random
150,46.98,0.9933,Insertion,Random
31,50.00,1.0000,Insertion,Random
226,47.56,0.9823,Insertion,Random
176,54.29,0.9830,Insertion,Random
329,48.78,0.9878,Quick,Random
205,50.00,0.9854,Insertion,Random
227,50.00,0.9912,Insertion,Random
290,49.48,0.9966,Quick,Random
244,50.21,0.9877,Insertion,Random
231,50.87,0.9957,Quick,Random
493,50.20,0.9797,Quick,Random
108,50.47,0.9907,Insertion,Random
73,52.78,1.0000,Insertion,Random
108,47.66,1.0000,Insertion,Random
308,51.47,1.0000,Insertion,Random
174,50.87,1.0000,Insertion,Random
327,49.69,0.9755,Quick,Random
309,50.00,0.9871,Quick,Random
128,48.82,1.0000,Insertion,Random
84,54.22,0.9762,Insertion,Random
413,50.24,0.9806,Quick,Random
439,50.46,0.9727,Quick,Random
128,44.88,1.0000,Insertion,Random
44,51.16,1.0000,Insertion,Random
459,50.87,0.9782,Quick,Random
42,53.66,1.0000,Insertion,Random
422,49.88,0.9834,Quick,Random
301,51.33,0.9834,Quick,Random
106,46.67,1.0000,Insertion,Random
76,49.33,1.0000,Insertion,Random
330,49.85,0.9909,Quick,Random
282,51.25,0.9929,Quick,Random
483,49.17,0.9731,Quick,Random
250,49.40,0.9840,Insertion,Random
286,50.88,0.9825,Insertion,Random
247,51.22,0.9879,Insertion,Random
61,46.67,1.0000,Insertion,Random
209,51.44,0.9713,Insertion,Random
429,50.93,0.9860,Quick,Random
332,51.36,0.9880,Quick,Random
48,53.19,1.0000,Insertion,Random
214,51.17,0.9953,Quick,Random
426,50.35,0.9765,Quick,Random
68,53.73,1.0000,Insertion,Random
324,50.15,0.9907,Quick,Random
38,45.95,0.9737,Insertion,Random
49,47.92,1.0000,Insertion,Random
262,51.34,0.9847,Insertion,Random
274,49.45,0.9854,Insertion,Random
426,49.65,0.9836,Quick,Random
363,50.00,0.9917,Quick,Random
400,49.62,0.9900,Quick,Random
59,55.17,1.0000,Insertion,Random
303,50.66,0.9736,Quick,Random
303,48.34,0.9868,Quick,Random
430,50.12,0.9721,Quick,Random
52,47.06,1.0000,Insertion,Random
281,50.36,0.9858,Quick,Random
209,48.08,0.9809,Insertion,Random
151,50.00,1.0000,Insertion,Random
260,49.42,0.9846,Insertion,Random
77,55.26,1.0000,Insertion,Random
261,50.77,0.9885,Insertion,Random
423,52.13,0.9740,Quick,Random
400,51.63,0.9675,Quick,Random
109,52.78,0.9908,Insertion,Random
98,56.70,1.0000,Insertion,Random
378,51.46,0.9683,Quick,Random
293,51.03,0.9898,Quick,Random
286,50.53,0.9790,Insertion,Random
329,50.00,0.9818,Quick,Random
280,47.67,0.9893,Insertion,Random
260,52.12,0.9923,Quick,Random
418,53.24,0.9809,Quick,Random
112,46.85,0.9911,Insertion,Random
69,55.88,0.9855,Insertion,Random
75,51.35,1.0000,Insertion,Random
344,51.60,0.9855,Quick,Random
386,48.05,0.9948,Quick,Random
222,53.39,0.9820,Quick,Random
171,50.00,0.9825,Insertion,Random
416,50.84,0.9712,Quick,Random
121,49.17,1.0000,Insertion,Random
278,51.99,0.9748,Insertion,Random
16,46.67,1.0000,Bubble,Random
216,49.77,0.9907,Insertion,Random
57,46.43,1.0000,Insertion,Random
277,50.00,0.9783,Insertion,Random
308,47.56,0.9903,Quick,Random
346,51.30,0.9884,Quick,Random
222,47.96,0.9955,Quick,Random
463,49.13,0.9806,Quick,Random
49,47.92,1.0000,Insertion,Random
459,51.09,0.9782,Quick,Random
136,49.63,0.9706,Insertion,Random
321,48.12,0.9720,Quick,Random
296,49.49,0.9764,Quick,Random
175,50.00,0.9886,Insertion,Random
221,50.91,0.9910,Quick,Random
129,52.34,1.0000,Insertion,Random
251,46.80,0.9960,Insertion,Random
232,48.92,0.9871,Insertion,Random
335,49.10,0.9731,Quick,Random
365,47.53,0.9863,Quick,Random
155,47.40,0.9935,Insertion,Random
490,49.28,0.9755,Quick,Random
324,53.87,0.9846,Quick,Random
114,51.33,0.9912,Insertion,Random
276,50.55,0.9964,Insertion,Random
54,54.72,1.0000,Insertion,Random
475,50.21,0.9832,Quick,Random
17,43.75,1.0000,Bubble,Random
390,50.39,0.9795,Quick,Random
189,51.06,1.0000,Insertion,Random
255,52.76,0.9843,Insertion,Random
86,48.24,0.9884,Insertion,Random
178,50.28,0.9888,Insertion,Random
185,52.72,0.9946,Insertion,Random
392,50.90,0.9719,Quick,Random
172,48.54,0.9826,Insertion,Random
433,51.62,0.9769,Quick,Random
369,48.91,0.9783,Quick,Random
273,51.84,0.9853,Insertion,Random
300,52.17,0.9900,Quick,Random
226,51.56,0.9823,Insertion,Random
109,42.59,1.0000,Insertion,Random
187,55.38,0.9786,Insertion,Random
332,51.06,0.9789,Quick,Random
35,47.06,1.0000,Insertion,Random
284,48.76,0.9859,Quick,Random
363,50.83,0.9917,Quick,Random
453,49.56,0.9713,Quick,Random
119,48.31,1.0000,Insertion,Random
429,48.83,0.9883,Quick,Random
185,52.72,0.9892,Insertion,Random
453,48.23,0.9823,Quick,Random
195,49.48,0.9795,Insertion,Random
366,50.14,0.9891,Quick,Random
105,50.96,1.0000,Insertion,Random
254,49.01,0.9961,Insertion,Random
144,52.45,0.9861,Insertion,Random
246,48.98,0.9959,Quick,Random
432,48.49,0.9884,Quick,Random
97,47.92,1.0000,Insertion,Random
352,51.28,0.9830,Quick,Random
312,47.59,0.9776,Quick,Random
328,50.76,0.9909,Quick,Random
212,49.29,0.9906,Insertion,Random
453,50.66,0.9868,Quick,Random
358,48.18,0.9804,Insertion,Random
32,54.84,1.0000,Insertion,Random
215,48.13,0.9814,Insertion,Random
365,53.57,0.9836,Quick,Random
233,55.17,0.9871,Insertion,Random
287,53.85,0.9826,Quick,Random
354,50.42,0.9802,Quick,Random
392,49.87,0.9872,Quick,Random
431,51.40,0.9722,Quick,Random
377,51.86,0.9894,Quick,Random
436,49.89,0.9679,Quick,Random
92,47.25,1.0000,Insertion,Random
415,48.79,0.9855,Quick,Random
183,48.90,0.9891,Insertion,Random
247,51.63,0.9838,Insertion,Random
151,50.00,0.9735,Insertion,Random
460,48.15,0.9804,Quick,Random
168,48.50,0.9940,Insertion,Random
491,48.98,0.9776,Quick,Random
229,50.44,0.9738,Insertion,Random
22,47.62,1.0000,Insertion,Random
295,51.02,0.9932,Quick,Random
27,57.69,1.0000,Insertion,Random
234,50.21,0.9915,Quick,Random
328,49.54,0.9939,Quick,Random
249,50.81,0.9960,Quick,Random
231,46.96,0.9870,Insertion,Random
437,49.31,0.9840,Quick,Random
308,52.12,0.9870,Quick,Random
487,48.56,0.9795,Quick,Random
113,50.00,0.9912,Insertion,Random
448,50.11,0.9777,Quick,Random
346,50.43,0.9711,Quick,Random
464,51.19,0.9849,Quick,Random
478,52.41,0.9665,Quick,Random
484,49.28,0.9731,Quick,Random
443,48.42,0.9842,Quick,Random
481,48.75,0.9771,Quick,Random
351,50.00,0.9829,Quick,Random
68,50.75,1.0000,Insertion,Random
322,48.91,0.9907,Quick,Random
489,49.39,0.9714,Quick,Random
58,47.37,1.0000,Insertion,Random
230,51.97,0.9913,Insertion,Random
113,49.11,0.9912,Insertion,Random
68,53.73,1.0000,Insertion,Random
29,57.14,1.0000,Insertion,Random
104,54.37,1.0000,Insertion,Random
378,48.81,0.9921,Quick,Random
414,48.18,0.9686,Quick,Random
127,53.97,0.9921,Insertion,Random
120,45.38,1.0000,Insertion,Random
265,48.86,0.9736,Insertion,Random
66,47.69,1.0000,Insertion,Random
286,50.53,0.9930,Quick,Random
92,50.55,1.0000,Insertion,Random
97,51.04,0.9897,Insertion,Random
280,48.03,0.9750,Insertion,Random
311,48.71,1.0000,Quick,Random
22,61.90,1.0000,Bubble,Random
100,51.52,0.9900,Insertion,Random
319,48.43,0.9843,Insertion,Random
32,48.39,1.0000,Insertion,Random
311,50.97,0.9807,Quick,Random
47,45.65,1.0000,Insertion,Random
405,49.01,0.9728,Quick,Random
331,48.48,0.9940,Quick,Random
72,46.48,1.0000,Insertion,Random
465,49.57,0.9806,Quick,Random
442,50.11,0.9819,Quick,Random
387,47.67,0.9742,Quick,Random
54,47.17,1.0000,Insertion,Random
235,47.01,0.9872,Insertion,Random
205,49.02,0.9951,Insertion,Random
155,46.75,0.9935,Insertion,Random
430,49.18,0.9837,Quick,Random
334,49.55,0.9880,Quick,Random
304,51.82,0.9868,Quick,Random
207,50.97,0.9903,Insertion,Random
319,47.48,0.9937,Insertion,Random
170,47.93,1.0000,Quick,Random
303,51.66,0.9868,Insertion,Random
242,48.55,0.9876,Insertion,Random
481,50.00,0.9730,Quick,Random
307,48.37,0.9772,Quick,Random
13,50.00,1.0000,Bubble,Random
372,50.40,0.9785,Quick,Random
350,49.28,0.9914,Quick,Random
460,51.20,0.9739,Quick,Random
198,45.69,0.9949,Quick,Random
84,53.01,0.9881,Insertion,Random
416,50.36,0.9760,Quick,Random
208,48.79,0.9856,Insertion,Random
84,53.01,0.9881,Insertion,Random
83,50.00,1.0000,Insertion,Random
463,50.00,0.9676,Quick,Random
83,50.00,1.0000,Insertion,Random
89,47.73,1.0000,Insertion,Random
180,51.96,0.9722,Insertion,Random
347,50.00,0.9798,Quick,Random
470,51.60,0.9766,Quick,Random
404,51.36,0.9827,Quick,Random
499,50.20,0.9659,Quick,Random
383,47.64,0.9869,Quick,Random
123,46.72,0.9919,Insertion,Random
160,48.43,0.9812,Insertion,Random
117,55.17,1.0000,Insertion,Random
121,48.33,1.0000,Insertion,Random
484,49.69,0.9855,Quick,Random
60,47.46,1.0000,Insertion,Random
497,51.61,0.9819,Quick,Random
170,47.93,1.0000,Insertion,Random
450,47.22,0.9711,Quick,Random
272,48.71,0.9779,Insertion,Random
496,47.88,0.9698,Quick,Random
467,51.50,0.9807,Quick,Random
141,51.43,1.0000,Insertion,Random
187,45.16,0.9947,Insertion,Random
84,55.42,1.0000,Insertion,Random
252,51.39,0.9960,Insertion,Random
487,48.56,0.9713,Quick,Random
233,46.55,0.9828,Insertion,Random
396,47.85,0.9697,Quick,Random
332,50.15,0.9970,Quick,Random
442,48.75,0.9864,Quick,Random
170,51.48,1.0000,Insertion,Random
398,48.36,0.9749,Quick,Random
268,47.19,0.9776,Insertion,Random
227,51.33,0.9868,Insertion,Random
435,48.39,0.9747,Quick,Random
102,51.49,0.9902,Insertion,Random
59,48.28,1.0000,Insertion,Random
494,49.49,0.9818,Quick,Random
399,50.75,0.9850,Quick,Random
477,49.37,0.9748,Quick,Random
288,47.04,0.9792,Insertion,Random
343,50.00,0.9825,Quick,Random
147,50.00,0.9932,Insertion,Random
447,48.65,0.9754,Quick,Random
372,50.13,0.9866,Quick,Random
442,48.07,0.9819,Quick,Random
241,50.42,0.9876,Insertion,Random
1363,49.49,0.9479,Quick,Random
1127,50.09,0.9547,Quick,Random
445,48.87,0.9708,Quick,Random
923,49.78,0.9545,Quick,Random
1496,49.83,0.9138,Quick,Random
630,49.76,0.9762,Quick,Random
1519,49.01,0.9329,Quick,Random
1029,48.54,0.9534,Quick,Random
620,48.30,0.9694,Quick,Random
1541,49.03,0.9150,Quick,Random
1614,50.53,0.9226,Quick,Random
571,49.47,0.9702,Quick,Random
1616,50.77,0.9313,Quick,Random
567,49.82,0.9665,Quick,Random
1562,49.97,0.9296,Quick,Random
1250,51.56,0.9304,Quick,Random
1181,49.75,0.9441,Quick,Random
1169,50.26,0.9572,Quick,Random
1363,51.69,0.9384,Quick,Random
1844,50.24,0.9078,Quick,Random
1738,50.66,0.9206,Quick,Random
1885,49.20,0.9135,Quick,Random
252,49.80,0.9841,Insertion,Random
651,49.54,0.9770,Quick,Random
439,51.60,0.9772,Quick,Random
1965,50.25,0.9079,Quick,Random
1911,49.90,0.9147,Quick,Random
1839,48.75,0.9130,Quick,Random
876,51.77,0.9589,Quick,Random
363,50.28,0.9890,Quick,Random
843,49.64,0.9632,Quick,Random
1373,49.42,0.9417,Quick,Random
1886,49.81,0.9252,Quick,Random
1097,50.27,0.9572,Quick,Random
1478,49.56,0.9344,Quick,Random
555,47.65,0.9730,Quick,Random
427,49.77,0.9766,Quick,Random
1647,49.03,0.9235,Quick,Random
1226,49.71,0.9274,Quick,Random
1031,48.64,0.9515,Quick,Random
1220,51.44,0.9361,Quick,Random
325,50.31,0.9815,Quick,Random
1900,50.29,0.9147,Quick,Random
887,50.11,0.9639,Quick,Random
1900,49.66,0.9163,Quick,Random
708,49.22,0.9703,Quick,Random
389,48.97,0.9743,Quick,Random
481,50.62,0.9709,Quick,Random
1963,50.00,0.9124,Quick,Random
330,50.46,0.9848,Quick,Random
1382,51.99,0.9226,Quick,Random
1704,50.09,0.9143,Quick,Random
1329,50.38,0.9330,Quick,Random
1822,50.63,0.9040,Quick,Random
1870,49.38,0.9155,Quick,Random
1729,50.98,0.9271,Quick,Random
1716,50.20,0.9184,Quick,Random
534,49.53,0.9607,Quick,Random
1269,50.08,0.9409,Quick,Random
631,50.32,0.9810,Quick,Random
1849,49.84,0.9124,Quick,Random
819,48.66,0.9646,Quick,Random
1694,48.26,0.9191,Quick,Random
563,51.25,0.9734,Quick,Random
1935,50.41,0.9142,Quick,Random
1764,50.09,0.9144,Quick,Random
471,48.94,0.9788,Quick,Random
108,46.73,0.9907,Insertion,Random
809,50.87,0.9617,Quick,Random
1983,49.39,0.9047,Quick,Random
1300,49.11,0.9362,Quick,Random
1462,51.20,0.9330,Quick,Random
587,49.32,0.9659,Quick,Random
504,51.49,0.9683,Quick,Random
186,45.95,0.9839,Insertion,Random
1826,50.41,0.9200,Quick,Random
1344,49.66,0.9315,Quick,Random
1631,50.06,0.9313,Quick,Random
502,51.50,0.9781,Quick,Random
122,47.93,0.9918,Insertion,Random
1039,49.52,0.9577,Quick,Random
960,50.26,0.9531,Quick,Random
1122,48.88,0.9483,Quick,Random
1242,49.15,0.9308,Quick,Random
1949,49.44,0.9205,Quick,Random
1644,50.88,0.9240,Quick,Random
1316,49.96,0.9331,Quick,Random
858,49.82,0.9557,Quick,Random
248,51.82,0.9879,Insertion,Random
294,49.83,0.9932,Insertion,Random
1099,50.82,0.9454,Quick,Random
343,51.46,0.9854,Quick,Random
1963,49.34,0.9134,Quick,Random
785,50.26,0.9669,Quick,Random
297,51.69,0.9865,Quick,Random
1115,49.46,0.9390,Quick,Random
1943,49.07,0.9156,Quick,Random
972,48.40,0.9568,Quick,Random
1164,50.99,0.9390,Quick,Random
1534,49.97,0.9231,Quick,Random
962,51.61,0.9605,Quick,Random
1017,48.82,0.9587,Quick,Random
1018,49.66,0.9578,Quick,Random
1850,49.49,0.9086,Quick,Random
1323,50.30,0.9494,Quick,Random
630,48.65,0.9778,Quick,Random
1704,49.56,0.9219,Quick,Random
971,49.90,0.9434,Quick,Random
756,49.27,0.9616,Quick,Random
609,48.03,0.9787,Quick,Random
369,47.83,0.9810,Quick,Random
772,47.34,0.9689,Quick,Random
1590,50.66,0.9270,Quick,Random
514,49.32,0.9844,Quick,Random
338,51.34,0.9822,Quick,Random
1915,50.00,0.8982,Quick,Random
1671,49.16,0.9282,Quick,Random
1739,50.06,0.9281,Quick,Random
693,49.57,0.9740,Quick,Random
338,52.23,0.9911,Quick,Random
1808,51.13,0.9032,Quick,Random
1928,49.97,0.9123,Quick,Random
1390,51.19,0.9281,Quick,Random
375,51.60,0.9867,Quick,Random
1888,50.24,0.9206,Quick,Random
354,50.99,0.9746,Quick,Random
1717,50.29,0.9202,Quick,Random
659,49.85,0.9605,Quick,Random
755,50.40,0.9603,Quick,Random
663,49.85,0.9698,Quick,Random
1396,49.82,0.9391,Quick,Random
1261,50.24,0.9334,Quick,Random
508,50.10,0.9744,Quick,Random
1186,49.70,0.9393,Quick,Random
1071,50.00,0.9458,Quick,Random
1705,49.24,0.9255,Quick,Random
1643,50.37,0.9312,Quick,Random
255,51.57,0.9843,Quick,Random
1087,50.83,0.9485,Quick,Random
553,49.09,0.9747,Quick,Random
504,51.69,0.9802,Quick,Random
750,50.20,0.9640,Quick,Random
164,46.63,1.0000,Insertion,Random
857,49.88,0.9650,Quick,Random
429,50.00,0.9837,Quick,Random
813,52.09,0.9619,Quick,Random
765,49.08,0.9595,Quick,Random
220,48.40,0.9773,Insertion,Random
1654,52.15,0.9250,Quick,Random
1972,49.57,0.9229,Quick,Random
422,50.12,0.9882,Quick,Random
1944,50.59,0.8987,Quick,Random
1077,50.28,0.9471,Quick,Random
718,50.07,0.9610,Quick,Random
616,48.46,0.9740,Quick,Random
1249,50.80,0.9359,Quick,Random
968,49.02,0.9494,Quick,Random
1944,50.23,0.9038,Quick,Random
1162,49.44,0.9432,Quick,Random
505,50.99,0.9762,Quick,Random
114,53.10,0.9825,Insertion,Random
290,54.67,0.9897,Quick,Random
689,52.18,0.9695,Quick,Random
1795,50.50,0.9153,Quick,Random
1735,49.71,0.9078,Quick,Random
1649,48.54,0.9163,Quick,Random
1175,50.17,0.9489,Quick,Random
669,47.31,0.9611,Quick,Random
530,51.42,0.9698,Quick,Random
1495,49.67,0.9264,Quick,Random
1277,51.02,0.9460,Quick,Random
1355,49.34,0.9410,Quick,Random
482,52.39,0.9813,Quick,Random
1323,49.77,0.9463,Quick,Random
1482,51.11,0.9278,Quick,Random
552,50.09,0.9764,Quick,Random
1854,51.59,0.9078,Quick,Random
387,48.70,0.9767,Quick,Random
1749,50.63,0.9222,Quick,Random
852,49.12,0.9636,Quick,Random
826,51.03,0.9564,Quick,Random
1444,47.89,0.9245,Quick,Random
1542,48.73,0.9261,Quick,Random
320,51.10,0.9906,Quick,Random
1000,50.45,0.9490,Quick,Random
1129,51.15,0.9513,Quick,Random
315,49.36,0.9841,Quick,Random
586,51.62,0.9795,Quick,Random
289,51.74,0.9931,Insertion,Random
1692,48.73,0.9214,Quick,Random
486,49.28,0.9691,Quick,Random
116,52.17,1.0000,Insertion,Random
1562,49.46,0.9213,Quick,Random
1280,50.35,0.9469,Quick,Random
421,48.10,0.9762,Quick,Random
780,48.01,0.9462,Quick,Random
696,49.64,0.9727,Quick,Random
1344,50.26,0.9435,Quick,Random
143,51.41,1.0000,Insertion,Random
594,50.93,0.9646,Quick,Random
353,48.01,0.9972,Quick,Random
627,52.56,0.9761,Quick,Random
514,49.12,0.9728,Quick,Random
1180,50.21,0.9305,Quick,Random
1736,50.61,0.9182,Quick,Random
168,47.31,1.0000,Insertion,Random
1745,48.34,0.9244,Quick,Random
899,49.55,0.9533,Quick,Random
799,50.13,0.9637,Quick,Random
1953,51.08,0.9032,Quick,Random
1654,50.15,0.9184,Quick,Random
286,49.82,0.9825,Insertion,Random
1523,49.41,0.9422,Quick,Random
487,48.77,0.9897,Quick,Random
1537,48.57,0.9304,Quick,Random
1048,50.81,0.9418,Quick,Random
1175,49.74,0.9404,Quick,Random
1258,50.44,0.9491,Quick,Random
744,47.78,0.9570,Quick,Random
1586,50.79,0.9243,Quick,Random
112,54.95,1.0000,Insertion,Random
142,46.81,0.9859,Insertion,Random
1545,50.32,0.9236,Quick,Random
196,51.28,0.9847,Insertion,Random
1626,50.22,0.9225,Quick,Random
648,51.31,0.9738,Quick,Random
1565,49.62,0.9355,Quick,Random
728,50.34,0.9615,Quick,Random
417,50.24,0.9904,Quick,Random
1509,49.60,0.9205,Quick,Random
134,49.62,1.0000,Insertion,Random
1427,50.07,0.9334,Quick,Random
1351,49.63,0.9460,Quick,Random
470,49.68,0.9894,Quick,Random
1221,50.08,0.9386,Quick,Random
327,50.92,0.9817,Quick,Random
425,46.93,0.9835,Quick,Random
1475,48.85,0.9268,Quick,Random
225,50.00,1.0000,Insertion,Random
1038,49.37,0.9576,Quick,Random
1948,50.18,0.8943,Quick,Random
546,50.28,0.9817,Quick,Random
1110,48.96,0.9387,Quick,Random
410,46.21,0.9780,Quick,Random
545,50.18,0.9835,Quick,Random
1520,48.85,0.9243,Quick,Random
1626,50.65,0.9102,Quick,Random
1133,49.47,0.9417,Quick,Random
1093,51.01,0.9405,Quick,Random
1191,49.50,0.9404,Quick,Random
1256,51.08,0.9451,Quick,Random
1794,50.31,0.9197,Quick,Random
1454,51.14,0.9464,Quick,Random
1047,50.00,0.9436,Quick,Random
1132,50.93,0.9443,Quick,Random
1025,50.20,0.9620,Quick,Random
235,49.15,0.9915,Insertion,Random
1182,50.64,0.9442,Quick,Random
594,49.92,0.9781,Quick,Random
433,50.00,0.9931,Quick,Random
1913,50.73,0.9022,Quick,Random
115,50.88,0.9913,Insertion,Random
641,49.84,0.9657,Quick,Random
956,50.05,0.9435,Quick,Random
1279,50.31,0.9445,Quick,Random
528,50.66,0.9792,Quick,Random
210,50.72,0.9905,Quick,Random
601,50.00,0.9717,Quick,Random
740,51.42,0.9622,Quick,Random
1858,49.87,0.9263,Quick,Random
1821,49.62,0.9149,Quick,Random
1797,49.61,0.9171,Quick,Random
613,50.16,0.9723,Quick,Random
387,52.33,0.9742,Quick,Random
1243,49.76,0.9372,Quick,Random
899,49.89,0.9666,Quick,Random
1008,48.96,0.9435,Quick,Random
836,51.02,0.9569,Quick,Random
1265,50.08,0.9439,Quick,Random
1409,49.86,0.9319,Quick,Random
1914,50.91,0.9117,Quick,Random
425,51.18,0.9812,Quick,Random
830,49.34,0.9530,Quick,Random
1032,51.31,0.9564,Quick,Random
1639,49.21,0.9164,Quick,Random
452,52.55,0.9912,Quick,Random
433,50.93,0.9908,Quick,Random
1535,49.41,0.9401,Quick,Random
827,49.76,0.9758,Quick,Random
606,53.22,0.9620,Quick,Random
1965,50.56,0.9145,Quick,Random
1728,49.39,0.9196,Quick,Random
1521,49.87,0.9316,Quick,Random
1210,51.36,0.9455,Quick,Random
633,47.78,0.9668,Quick,Random
338,50.45,0.9704,Quick,Random
425,51.42,0.9741,Quick,Random
606,47.27,0.9670,Quick,Random
1170,49.79,0.9581,Quick,Random
231,53.04,0.9913,Insertion,Random
1020,49.75,0.9529,Quick,Random
709,50.28,0.9718,Quick,Random
1347,50.00,0.9332,Quick,Random
1977,49.54,0.9145,Quick,Random
100,47.47,1.0000,Insertion,Random
1157,48.36,0.9490,Quick,Random
1442,48.92,0.9223,Quick,Random
1990,50.53,0.9065,Quick,Random
1511,49.87,0.9246,Quick,Random
335,48.50,0.9851,Quick,Random
1352,49.89,0.9283,Quick,Random
193,50.52,1.0000,Insertion,Random
1559,49.61,0.9269,Quick,Random
1698,49.44,0.9234,Quick,Random
1390,49.10,0.9432,Quick,Random
1382,50.91,0.9363,Quick,Random
809,50.37,0.9592,Quick,Random
1324,49.36,0.9313,Quick,Random
288,49.13,0.9896,Insertion,Random
222,46.61,0.9955,Insertion,Random
1668,49.97,0.9203,Quick,Random
1165,49.14,0.9545,Quick,Random
1971,49.70,0.9051,Quick,Random
1505,50.53,0.9216,Quick,Random
312,49.20,0.9872,Quick,Random
1726,48.99,0.9119,Quick,Random
860,50.87,0.9488,Quick,Random
880,51.08,0.9489,Quick,Random
1953,50.15,0.8930,Quick,Random
1779,50.39,0.9140,Quick,Random
265,50.38,0.9887,Quick,Random
2476,49.66,0.8813,Quick,Random
4534,49.31,0.8026,Quick,Random
950,49.21,0.9505,Quick,Random
3672,49.96,0.8404,Quick,Random
2832,49.84,0.8782,Quick,Random
991,50.00,0.9495,Quick,Random
3439,50.47,0.8433,Quick,Random
743,49.87,0.9502,Quick,Random
2348,49.42,0.8935,Quick,Random
1529,47.84,0.9353,Quick,Random
4278,50.06,0.8111,Quick,Random
1853,49.14,0.9104,Quick,Random
3903,49.10,0.8273,Quick,Random
1841,49.35,0.9049,Quick,Random
1156,48.83,0.9369,Quick,Random
3305,49.97,0.8566,Quick,Random
1975,50.51,0.9073,Quick,Random
2218,49.98,0.9148,Quick,Random
4069,49.75,0.8208,Quick,Random
4194,49.63,0.8121,Quick,Random
4659,50.06,0.7980,Quick,Random
2933,49.97,0.8616,Quick,Random
2204,50.70,0.9002,Quick,Random
1841,50.22,0.9071,Quick,Random
2685,50.19,0.8704,Quick,Random
3153,50.22,0.8601,Quick,Random
4081,50.34,0.8177,Quick,Random
4713,50.21,0.7974,Quick,Random
3512,49.70,0.8351,Quick,Random
4692,50.05,0.7916,Quick,Random
3352,49.90,0.8464,Quick,Random
1012,49.95,0.9536,Quick,Random
4535,49.91,0.8088,Quick,Random
1496,49.23,0.9338,Quick,Random
2336,50.19,0.8908,Quick,Random
4471,49.91,0.8041,Quick,Random
2110,50.36,0.8967,Quick,Random
1178,50.13,0.9406,Quick,Random
1578,50.41,0.9189,Quick,Random
1214,50.45,0.9448,Quick,Random
4033,49.93,0.8264,Quick,Random
1568,49.20,0.9209,Quick,Random
3351,50.30,0.8460,Quick,Random
1841,49.51,0.9049,Quick,Random
3374,50.25,0.8539,Quick,Random
543,47.42,0.9779,Quick,Random
920,51.14,0.9587,Quick,Random
2304,49.59,0.8958,Quick,Random
1678,49.14,0.9178,Quick,Random
1777,50.90,0.9263,Quick,Random
2805,50.25,0.8652,Quick,Random
3588,50.46,0.8411,Quick,Random
3673,49.62,0.8334,Quick,Random
2885,51.49,0.8589,Quick,Random
2145,50.00,0.9040,Quick,Random
584,50.94,0.9846,Quick,Random
1405,49.07,0.9267,Quick,Random
1280,50.43,0.9406,Quick,Random
3803,50.84,0.8288,Quick,Random
4504,49.70,0.8093,Quick,Random
583,50.00,0.9674,Quick,Random
4598,50.38,0.7967,Quick,Random
2810,49.84,0.8747,Quick,Random
3333,50.09,0.8470,Quick,Random
3914,50.09,0.8327,Quick,Random
2554,50.37,0.8825,Quick,Random
3658,49.88,0.8341,Quick,Random
609,49.51,0.9737,Quick,Random
4819,50.71,0.7923,Quick,Random
3802,50.41,0.8330,Quick,Random
2352,51.42,0.8980,Quick,Random
1566,49.33,0.9246,Quick,Random
2568,50.72,0.8699,Quick,Random
670,50.37,0.9567,Quick,Random
3754,49.96,0.8380,Quick,Random
3543,50.79,0.8456,Quick,Random
1007,49.01,0.9424,Quick,Random
1181,51.19,0.9577,Quick,Random
2795,49.96,0.8773,Quick,Random
1270,51.62,0.9291,Quick,Random
1520,49.70,0.9178,Quick,Random
2253,50.36,0.9063,Quick,Random
3923,49.95,0.8313,Quick,Random
4504,49.97,0.7973,Quick,Random
